checkm_completeness,checkm_contamination,contigs,date_modified,genome_id,genome_length,genome_name,genome_status,taxon_id,assembly_accession,genome_quality_flags,quality_pass,quality_reasons,tested_drug_count,stable_rank
99.78,0.0,54,2019-07-15T15:21:14.155Z,573.26103,5530514,Klebsiella pneumoniae strain 5012STDY7312564,WGS,573,GCA_900774385.1,,True,,4,7e803e5b9fb7ffa98f3642e6f82cdb35b710a1aa3d0ab5afffaefa63cdc3a74a
100.0,0.0,88,2017-08-09T03:44:09.036Z,573.14041,5330128,Klebsiella pneumoniae KPN306ec,WGS,573,,,True,,4,7ead595d6aafe124d6f4f94cee9999c8d4af575b50ab647527a1eefe2dd26f83
99.78,0.0,121,2019-03-24T03:59:18.152Z,573.24367,5527688,Klebsiella pneumoniae strain MUGSI_166,WGS,573,,,True,,4,7eb3121fc658c9893084d0b7b13fc8f5cb3b4119c52b90b7fd65a83ce071e26f
99.33,2.92,409,2020-03-31T20:24:03.234Z,573.31076,5280263,Klebsiella pneumoniae strain PH73,WGS,573,,,True,,4,7ebe7705c633ea6f1fed9d08c1bc73bcb3512934e62fb515a6205f41f01284d5
100.0,0.0,73,2017-08-08T22:51:37.745Z,573.13533,5366648,Klebsiella pneumoniae KPN1612ec,WGS,573,,,True,,4,7ec0a3ce546958529844b494b5928d3d25dd67458fb678074e92761b50c6ba65
100.0,0.3,175,2017-08-08T21:09:16.219Z,573.13347,5460735,Klebsiella pneumoniae KPN1403ec,WGS,573,,,True,,4,7ec66bd0961d7486670b7cb65029fe862126a7b573b81ed8cdf7ba4efa9e662b
100.0,0.1,120,2017-08-09T03:19:53.122Z,573.13998,5718404,Klebsiella pneumoniae KPN259ec,WGS,573,,,True,,4,7eebad67b5cc57133271531832ca639c3af5ddb20dd55c8ac323661dd01b0a7d
100.0,0.3,150,2017-08-09T01:01:58.618Z,573.13769,5808491,Klebsiella pneumoniae KPN1914ec,WGS,573,,,True,,4,7f06fa6fe049154ce62f122b0647ac42344449a31cf102be610c2a22b61b1221
100.0,0.0,142,2017-08-09T03:33:09.217Z,573.14022,5792494,Klebsiella pneumoniae KPN285ec,WGS,573,,,True,,4,7f16d7fd3ad192cb471edc054ea6c8621c7815cdf1533d3fa633df05ae54a2c8
100.0,0.3,80,2017-08-08T23:47:24.900Z,573.13633,5482226,Klebsiella pneumoniae KPN1730ec,WGS,573,,,True,,4,7f5695b47564ea3d360528e94b5367f4dfe43b8dc9de4f344c419f2e148ea31d
100.0,0.0,139,2017-08-08T18:22:27.912Z,573.13303,5509254,Klebsiella pneumoniae KPN1342ec,WGS,573,,,True,,4,7f5a7f1cde67ac944809580bd1d6c4679fbabc9dde5c6169657a6adaada6637a
100.0,0.3,182,2017-08-08T21:33:58.346Z,573.13389,5739725,Klebsiella pneumoniae KPN1448ec,WGS,573,,,True,,4,7f6bd5a3ee926aac6d28ad722c1b4adf48862bc363f1fd773ffe47f1d84ae8e7
99.78,0.0,82,2018-11-29T02:15:53.663Z,573.22567,5538313,Klebsiella pneumoniae strain SU10,WGS,573,GCA_003664955.1,,True,,4,7f73f735677e53e9631dfd003ba055739d50774d13d790596225c6d51aa79245
100.0,0.0,97,2017-08-08T22:34:28.766Z,573.13500,5504855,Klebsiella pneumoniae KPN1572ec,WGS,573,,,True,,4,7f75bf2f7599537d239ff001f1aba46c428e5dedb14a15bf9db760712068de84
100.0,0.0,88,2017-08-08T17:00:38.229Z,573.13151,5377835,Klebsiella pneumoniae KPN1153ec,WGS,573,,,True,,4,7fbc35afbfbb271c88fb6304b15927f8a7ba7ae1cb8fdc47c923afa1fa285fec
100.0,0.0,111,2024-03-03T21:30:11.278Z,573.67098,5375558,Klebsiella pneumoniae KP_NORM_BLD_63329,WGS,573,,,True,,4,7fc468881d9ba1fb927ec542dad3c7473a0bc695ac6bd99a6cfe3e5e4c4d4d5d
100.0,0.3,446,2017-08-08T15:37:41.226Z,573.13011,5830137,Klebsiella pneumoniae 3221,WGS,573,,,True,,4,7fecc110a82227fba1975cd94b1bc42d7531faf0c420675f0f49ec02ff11295e
100.0,0.0,78,2017-08-09T00:53:13.587Z,573.13754,5596319,Klebsiella pneumoniae KPN1893ec,WGS,573,,,True,,4,80195f2d229a38c9fcc9a41c76d198a2cedc6be26824dfc9167312ce88cf09b7
100.0,0.3,115,2017-08-08T23:38:17.173Z,573.13615,5510786,Klebsiella pneumoniae KPN1712ec,WGS,573,,,True,,4,801fd27493e0321d12b5eedcd9e033f3ebe7246f26519e3d5a366b0aa039b365
100.0,0.3,183,2017-08-08T21:35:32.668Z,573.13394,5587990,Klebsiella pneumoniae KPN1453ec,WGS,573,,,True,,4,802d096bba543dc4d0afbc5ade662abd337cc8929b25e238cca6617be3979813
100.0,0.3,98,2017-08-09T08:27:11.313Z,573.14500,5479834,Klebsiella pneumoniae KPN928ec,WGS,573,,,True,,4,803fdf4af438a33a3fc3a3f48acfef0226e2533ba71d276b73cf66c0e04a4a46
100.0,0.2,130,2024-03-03T21:09:48.684Z,573.66784,5348817,Klebsiella pneumoniae KP_NORM_BLD_13386,WGS,573,,,True,,4,80473200f91309725233b8f980bd1eb84383ff73a671220dc504911c8b605ac3
100.0,0.3,103,2017-08-08T21:06:24.540Z,573.13336,5465377,Klebsiella pneumoniae KPN1386ec,WGS,573,,,True,,4,8075ce8e525e6c8dbeddd39c6f85da846994b1b082b7542f3a9f132c36f2ddc0
99.78,0.0,125,2019-03-24T04:04:35.012Z,573.24368,5534033,Klebsiella pneumoniae strain MUGSI_173,WGS,573,,,True,,4,8078cbd894502cd9b667827130eec752dca9500b400d2ff3ae9a24af5de68262
100.0,0.7,116,2017-08-09T01:35:07.509Z,573.13827,5751426,Klebsiella pneumoniae KPN1994ec,WGS,573,,,True,,4,80a17bea1806c2fce29c57db53dc8da89e906a38f3f1538b80a6c9e18561bedf
100.0,0.0,62,2024-03-03T21:35:08.326Z,573.67174,5395665,Klebsiella pneumoniae KP_NORM_URN_2015_111489,WGS,573,,,True,,4,80aee74eee01d5c0394e4d05fd87d2f890f714ab55f6964a3a239b0f3583a765
100.0,0.0,104,2017-08-09T03:58:47.292Z,573.14069,5455330,Klebsiella pneumoniae KPN338ec,WGS,573,,,True,,4,80c1e1d184ba22174a864d07470701b87ec5c6b94eb78a784fe502d8cfc8b3d4
100.0,0.0,72,2017-08-08T23:28:18.805Z,573.13597,5260363,Klebsiella pneumoniae KPN1694ec,WGS,573,,,True,,4,810fcfa42cd4a5e244d042567a33f7dd92cadff1059094bf07148902d0c07eb5
100.0,0.3,67,2017-08-08T16:24:30.719Z,573.13080,5451240,Klebsiella pneumoniae KPN1065ec,WGS,573,,,True,,4,8182d3e9fb036cab1cc7304fbfb11a9f90fe2b25b8f06f2a6189cc17c86145ff
99.9,0.2,155,2024-03-03T21:29:28.439Z,573.67084,5300185,Klebsiella pneumoniae KP_NORM_BLD_62918,WGS,573,,,True,,4,819b5bc7291e82cd6b45b12a728b12141ea71b8e84e2781eb1d07dff550146dd
99.7,0.7,138,2017-08-09T02:58:51.556Z,573.13962,5520970,Klebsiella pneumoniae KPN2173ec,WGS,573,,,True,,4,81aee68bd1ccb522903311a201f854794ab3e373f3a9a55452477b3ef7dd9eff
100.0,0.8,137,2017-08-08T21:05:04.458Z,573.13318,5471430,Klebsiella pneumoniae KPN1360ec,WGS,573,,,True,,4,81c9f018098e8bd948e166ad1e3d0820c4c31b92299d5cad01620e31392e1745
100.0,0.0,82,2017-08-09T01:35:49.544Z,573.13831,5470600,Klebsiella pneumoniae KPN2000ec,WGS,573,,,True,,4,81de3211349e91261733482cc40deb69ec6ebca8dff5c66360f918881ae20171
100.0,0.0,79,2024-03-03T21:01:38.179Z,573.66662,5388868,Klebsiella pneumoniae KP_NORM_BLD_115344,WGS,573,,,True,,4,81f4656ccc318c16396aea1acf565e196236f2601b02029feb3dfc71c952e75a
100.0,0.3,121,2017-08-08T21:19:07.161Z,573.13366,5361536,Klebsiella pneumoniae KPN1425ec,WGS,573,,,True,,4,81fda25ff0066096d2bef16fbd1ce6bb85eea87ac543eb29db82c39622d98fc7
100.0,0.3,103,2024-03-03T21:04:56.933Z,573.66713,5622705,Klebsiella pneumoniae KP_NORM_BLD_116361,WGS,573,,,True,,4,8217ee94004ee1952e8da6f392196191623d32791796349be6e14ce37106c0b2
99.7,0.7,283,2017-08-08T14:30:38.322Z,573.12917,5166027,Klebsiella pneumoniae 112,WGS,573,,,True,,4,8225da0988ebf58682e5b2f9c084a70c0e4c720003a737492f02fd8eb59082ce
100.0,0.0,88,2017-08-09T08:20:28.353Z,573.14494,5312984,Klebsiella pneumoniae KPN922ec,WGS,573,,,True,,4,822c4b204b286e10ddbe169b8e3f87aea2d6b2c21d0ddb71316fed8c1c695505
100.0,0.0,181,2017-08-08T17:16:24.639Z,573.13180,5635235,Klebsiella pneumoniae KPN1188ec,WGS,573,,,True,,4,8237bc6f99f76f20a57675584b0346eeda5f632d853db08f1c584d2452d777bd
100.0,0.0,66,2017-11-30T23:00:03.895Z,573.15610,5436747,Klebsiella pneumoniae strain INF333,WGS,573,GCA_904864595.1,,True,,4,823a1e8bdc8055a6a7465c25e5162b2a205a34ec9eb79af21ef38245c6688b39
100.0,0.3,96,2017-08-09T06:24:42.679Z,573.14335,5558107,Klebsiella pneumoniae KPN708ec,WGS,573,,,True,,4,82712052007f42c62b969e2a07fc2774289c4db863578bc098233d3207b6d47c
100.0,0.0,97,2017-08-09T04:20:54.410Z,573.14112,5367548,Klebsiella pneumoniae KPN389ec,WGS,573,,,True,,4,82780d73028b24f94b7ff95e00fb642b07cc26e399d5ee4719c98c246636a8b6
100.0,0.0,67,2017-08-08T16:56:21.200Z,573.13141,5501641,Klebsiella pneumoniae KPN1142ec,WGS,573,,,True,,4,82a4573dc153633ef39061d82f2fe4c0576c53ca0b7263c0cb24c84c84ccaab1
100.0,0.0,5,2017-05-28T00:19:28.339Z,573.9724,5708390,Klebsiella pneumoniae strain AR_0098,Complete,573,GCA_002056475.1,,True,,4,82accb4e83f6f58b1b8ba96846b70a4af54f5107445febd86068f7da7da96bd7
100.0,0.0,55,2024-03-03T21:39:23.127Z,573.67163,5417463,Klebsiella pneumoniae KP_NORM_URN_2014_99206,WGS,573,,,True,,4,82c8b1defe19b9423e1052451dca3599876c735da2198dacb916ca9ee4750a83
100.0,0.0,161,2017-08-08T21:59:48.546Z,573.13435,5390962,Klebsiella pneumoniae KPN1498ec,WGS,573,,,True,,4,82fed250f3b02f0df2c54f36e11d93e2c12b6627b2a0a7f3405b0ec2e0afb35d
100.0,0.0,101,2017-08-09T00:03:14.389Z,573.13660,5373244,Klebsiella pneumoniae KPN1766ec,WGS,573,,,True,,4,8304874cce4ddb4eb14c9f603321374cea4c8f13eb3bc8431bcdc2f06df3d22c
100.0,0.0,61,2024-03-03T21:33:38.618Z,573.67151,5496155,Klebsiella pneumoniae KP_NORM_URN_2014_100386,WGS,573,,,True,,4,830b8124cbcc4ba961235904d34300035724ef4f6f0e266ad6a2e708e7c975b1
100.0,0.3,118,2017-08-08T22:00:56.831Z,573.13441,5391960,Klebsiella pneumoniae KPN1507ec,WGS,573,,,True,,4,83321be10ea8a7d8908f8cce38d2158c47749309e272372f7c9fc9cdc48b7a9d
100.0,0.0,88,2024-03-03T20:32:59.723Z,573.66188,5431125,Klebsiella pneumoniae KP_NORM_BLD_2015_115730,WGS,573,,,True,,4,83334b1930a87ce8f528883d375c1eb575e232c121ec879be199b4a9c747ddfd
99.78,0.0,3,2020-12-01T02:26:45.786Z,573.34248,5467726,Klebsiella pneumoniae strain INF148-sc-2279987,Complete,573,GCA_904863355.1,,True,,4,8359d743ae6af949f1779ad321507765fc743d7e116217ee23c6fa027679414c
100.0,0.0,76,2017-08-09T08:15:14.490Z,573.14482,5517123,Klebsiella pneumoniae KPN907ec,WGS,573,,,True,,4,836f5ca72c105797fbaa5ee265c70dd6bd3d91f1648b4fb5c133ad1def3a475e
100.0,0.0,55,2024-03-03T21:25:59.262Z,573.66963,5292691,Klebsiella pneumoniae KP_NORM_BLD_2499,WGS,573,,,True,,4,8371a43473c4516e2456d170b5a4b77480ab61f93a6fd414533e6014ca21d2d3
100.0,0.5,76,2017-08-09T07:17:25.905Z,573.14402,5487684,Klebsiella pneumoniae KPN795ec,WGS,573,,,True,,4,839d66d4d1f18badc119a35ecff5e620e14a7c24ff467c5ae882193e2024994f
99.78,0.0,74,2019-01-31T07:07:23.729Z,573.23199,5703827,Klebsiella pneumoniae strain KP_121,WGS,573,GCA_003936435.1,,True,,4,83ed10fddf2a5d4a6366590ed9c01aa6c3e202ea235dbc029f859f00404716c7
100.0,0.0,81,2017-08-09T08:00:27.280Z,573.14464,5413818,Klebsiella pneumoniae KPN882ec,WGS,573,,,True,,4,8411696f731be55714144a8b2a68dbd7191db767e5392be2965b9b0002a747e4
100.0,0.0,78,2017-08-09T01:35:41.163Z,573.13832,5467600,Klebsiella pneumoniae KPN2002ec,WGS,573,,,True,,4,842d72e490950ce270998647374e09ab17bcb017bc7720646b2b91308c87aba2
100.0,0.1,100,2024-03-03T21:22:16.155Z,573.66988,5181574,Klebsiella pneumoniae KP_NORM_BLD_60423,WGS,573,,,True,,4,84460cf0837e7d9d1dc011b48ebaf13af88431f4b630aec0dc8c1775770e61b2
100.0,0.3,48,2016-09-12T12:19:46.187Z,573.5809,5741500,Klebsiella pneumoniae strain PB270,WGS,573,GCF_900092945.1,,True,,4,844b8226e87b20d08a2a70a39b5badf17dc809edf9f92c8ad7ceaed1a84df21b
99.78,0.33,158,2019-03-24T03:49:16.365Z,573.24341,5578252,Klebsiella pneumoniae strain MUGSI_124,WGS,573,,,True,,4,845e08924f98fdb58483d3fc5ae6265e0497b0189faaba576358f1d8ecd1a2c0
100.0,0.0,142,2017-08-08T16:39:59.850Z,573.13109,5601363,Klebsiella pneumoniae KPN1105ec,WGS,573,,,True,,4,846ddfa817faa9a72dd60eaff8ca5d6f3aa6850dba39a9238fe85bc0f32cc5de
100.0,0.0,122,2017-08-09T05:36:49.911Z,573.14255,5447288,Klebsiella pneumoniae KPN581ec,WGS,573,,,True,,4,847edc10e527321353b15f1da3663a3939fc5cc6154db6c89ca738763034aaf2
99.78,0.0,56,2019-07-15T15:55:33.567Z,573.26170,5462846,Klebsiella pneumoniae strain 5012STDY7312610,WGS,573,GCA_900775055.1,,True,,4,849046c0b63e7c77a5a68e76cf65c19f1624a539c70ee0a5269d8ebd05431043
99.78,0.0,3,2020-12-01T02:19:54.323Z,573.34237,5592223,Klebsiella pneumoniae strain KSB1_7G-sc-2280277,Complete,573,GCA_904863175.1,,True,,4,84997c5d7775c009e24f3ebf32929a9ddcc9093d2490c1bdf6680e297b116dce
99.78,0.0,28,2019-07-15T15:41:06.823Z,573.26143,5312029,Klebsiella pneumoniae strain 5012STDY7312580,WGS,573,GCA_900774785.1,,True,,4,84a4e3c36698893977c3c2099e9b4dfe04f094f3940d3125a51b21b3a630cae9
99.78,0.11,34,2019-07-15T17:04:03.039Z,573.26306,5528037,Klebsiella pneumoniae strain 5012STDY7626427,WGS,573,GCA_900776385.1,,True,,4,84acf9a192276f9ba380a4eb0258eb2c7b702f6d094cff8fe1eabbb99746a54c
99.78,0.44,126,2022-03-25T08:23:02.119Z,573.46105,5872902,Klebsiella pneumoniae KSB1_8F,WGS,573,,,True,,4,84b97fd6727a5401dbc8ed922c493c9f288dc317215a1850be31e8b339393ab3
99.7,0.0,71,2017-08-08T18:24:19.223Z,573.13308,5357980,Klebsiella pneumoniae KPN1348ec,WGS,573,,,True,,4,84c3dcff76211762f3cf926f04e3d93660504bc7133131677dc33f8a7f45ff3d
100.0,0.0,131,2017-08-09T04:24:39.882Z,573.14118,5437348,Klebsiella pneumoniae KPN396ec,WGS,573,,,True,,4,84d135fc5df2428cad610aeaaa08c90d16912ffd7f8882b14166104c18b7a2be
100.0,0.0,73,2024-03-03T21:11:54.476Z,573.66807,5397142,Klebsiella pneumoniae KP_NORM_BLD_13892,WGS,573,,,True,,4,84e07d62f895707c5603fb98603f22c8133af5d9bd5e7b1f13904fd3d13718e5
99.78,0.0,148,2019-03-24T04:01:42.432Z,573.24358,5710769,Klebsiella pneumoniae strain MUGSI_15,WGS,573,,,True,,4,84f85654d5357ca6ac9ee8bbaddd1ec8d3c9d9af270cd622327bfcc97fe25b86
100.0,0.3,95,2017-08-08T16:49:14.812Z,573.13128,5406830,Klebsiella pneumoniae KPN1126ec,WGS,573,,,True,,4,850944ea46d348eebd7f02b571d43e587146b5cc5819c2b96a4cb59a8261a59c
99.7,0.0,142,2016-09-11T18:57:04.066Z,573.5764,5655647,Klebsiella pneumoniae strain 13_GR_14,WGS,573,GCF_001701365.1,,True,,4,8550d7e8978dac3d739ff42a8a95453ef402b541a5604ce0c1ac38f804eee423
100.0,0.0,89,2017-08-09T08:40:24.624Z,573.14520,5492018,Klebsiella pneumoniae KPN953ec,WGS,573,,,True,,4,85634c23248b8f72e7020fb17a942cc6d8a1ea39e30f5e1747e9cb3a528ac1ea
100.0,0.1,88,2017-08-09T03:11:12.359Z,573.13982,5423074,Klebsiella pneumoniae KPN237ec,WGS,573,,,True,,4,857be7af64a23bc1f9d24320eae7a09071c41c814c0b69b1c7634c78368aa3e5
100.0,0.0,70,2017-08-09T07:30:51.908Z,573.14423,5404425,Klebsiella pneumoniae KPN824ec,WGS,573,,,True,,4,8596b3cf632372b15704c234c6cbf4e3011ffa5272d00af532ca140a0b23f7b8
100.0,0.0,133,2017-08-08T18:24:12.592Z,573.13307,5510660,Klebsiella pneumoniae KPN1347ec,WGS,573,,,True,,4,859e6237dc538281c44419b30a326d970e400c57abb6cac0ad32de8f4a983dee
100.0,4.2,331,2017-08-08T16:05:35.079Z,573.13049,5464120,Klebsiella pneumoniae KPN1023ec,WGS,573,,,True,,4,85a5903d7967e468bd69bd9903abd522ed49194826142635e948dbbd1743d38b
100.0,0.0,82,2017-08-09T05:00:42.031Z,573.14190,5413675,Klebsiella pneumoniae KPN483ec,WGS,573,,,True,,4,85d08572c41a24ca42290c465eac4f0d4e37fd8de2f28d95d2721f6646a80031
100.0,0.1,98,2024-03-03T21:17:08.518Z,573.66905,5587612,Klebsiella pneumoniae KP_NORM_BLD_2013_90216,WGS,573,,,True,,4,85ee6e05fb6e49c48ac99c5401a38587bd3669b6dacb5d83615000a2c795ed62
100.0,0.3,85,2017-08-08T22:32:33.765Z,573.13493,5396856,Klebsiella pneumoniae KPN1565ec,WGS,573,,,True,,4,85f2c922b36d5ab2361c36a50b0d3c36679101ebc86f67526a281c174fc2b7a5
99.78,0.0,100,2019-07-15T16:37:49.041Z,573.26251,5500587,Klebsiella pneumoniae strain 5012STDY7626371,WGS,573,GCA_900775835.1,,True,,4,85f79942301d237de03100af02925770d3ff7202c6159212240ebd5652a4032e
100.0,0.0,311,2017-08-08T14:53:37.134Z,573.12947,5566920,Klebsiella pneumoniae 3362,WGS,573,,,True,,4,861a7e58f22490bf78026b545e2b0f8a71d3d8b83b0b962783e578d8f216237d
100.0,0.0,96,2024-03-03T21:31:48.279Z,573.67113,5507230,Klebsiella pneumoniae KP_NORM_BLD_63842,WGS,573,,,True,,4,8623c108122a3672b14d254dd84ed42b9e93962be18c341c063170473f08ff4f
99.78,0.0,44,2019-07-15T16:23:39.667Z,573.26227,5571066,Klebsiella pneumoniae strain 5012STDY7312693,WGS,573,GCA_900775615.1,,True,,4,863e37bb8bdb2057cda425ab46950c7df318014c986f8e4fc80d4b1532f94f8c
99.0,0.3,101,2016-08-27T17:16:24.087Z,573.5698,5886678,Klebsiella pneumoniae strain PB463,WGS,573,GCF_900093195.1,,True,,4,8643ff5bf1572dab78f3444f87f216c80a89c68d333326bc4be51e6826eae74e
100.0,0.3,118,2017-08-09T03:37:48.446Z,573.14030,5496838,Klebsiella pneumoniae KPN293ec,WGS,573,,,True,,4,86533d18c6c2f895577d2ff8b6942407f3a54714427105a3b358fcd1f932ed39
99.78,0.0,48,2019-07-15T16:57:40.827Z,573.26290,5380740,Klebsiella pneumoniae strain 5012STDY7626408,WGS,573,GCA_900776225.1,,True,,4,865fcd643441e9057bcd402307b6255469af2943ab31dc3ee45370ae9a41dd2a
100.0,0.0,98,2017-08-09T03:55:03.747Z,573.14061,5513469,Klebsiella pneumoniae KPN329ec,WGS,573,,,True,,4,866985019a0ae057708593976c2add232650b92d8c1df9d2c9340cb5d66c4bbc
99.78,0.0,44,2019-07-15T15:09:25.128Z,573.26084,5491383,Klebsiella pneumoniae strain 5012STDY7312575,WGS,573,GCA_900774185.1,,True,,4,867ca3fbf3e1222aa3da36beac41040df0d33bd9d89cf9cf0621a856b63bd88a
100.0,0.0,48,2024-03-03T20:57:08.879Z,573.66591,5356989,Klebsiella pneumoniae KP_NORM_BLD_111602,WGS,573,,,True,,4,8689b47b2b4d28307cc9b79d1f249ecfbb4795928d660b81eec8824bbd7ee505
100.0,0.0,115,2024-03-03T21:29:07.207Z,573.67085,5262329,Klebsiella pneumoniae KP_NORM_BLD_62928,WGS,573,,,True,,4,868d731dabfa8e02fdcee282e5e485a521187546adec0663701592787763533f
100.0,0.7,186,2017-08-08T21:52:50.567Z,573.13427,5416221,Klebsiella pneumoniae KPN1489ec,WGS,573,,,True,,4,8695cbf5012629cbfd6007667002cb61d9125842e84dd6684d7a48f2e2be9951
99.78,0.0,51,2022-03-25T08:26:25.225Z,573.46099,5430396,Klebsiella pneumoniae KSB1_10C,WGS,573,,,True,,4,86b134e138cc0129b33076e18d3acaf66c2e6e097fb9b72a2da625b4c1f1d102
100.0,0.0,52,2024-03-03T21:11:35.142Z,573.66809,5535223,Klebsiella pneumoniae KP_NORM_BLD_13975,WGS,573,,,True,,4,86b3df46b5dbd4fa0e2336102a16cef1d2c91419a0fb4049dae6314d1e69f668
100.0,0.0,71,2017-08-08T23:52:43.925Z,573.13642,5556030,Klebsiella pneumoniae KPN1744ec,WGS,573,,,True,,4,87067df42ec5390172d852c7de07eae699a364171fbb147bad52dab631b10bef
100.0,0.0,457,2017-08-08T14:33:03.329Z,573.12919,5382996,Klebsiella pneumoniae 3346,WGS,573,,,True,,4,870fa9d2d5768792ac7acd958426006f48852b0a8f5698f83bd36ac39edcee7b
100.0,0.0,129,2017-08-09T05:01:20.983Z,573.14191,5599484,Klebsiella pneumoniae KPN484ec,WGS,573,,,True,,4,873160dc9328a9e84c892b3a310ff65fa2219784e6da7cc8a45efbffa7ae0036
100.0,0.0,102,2017-08-09T02:24:12.466Z,573.13906,5486261,Klebsiella pneumoniae KPN2083ec,WGS,573,,,True,,4,873f2b0abb6f3a9c6a3caab734f4662a4eeec6bfe7017f450407d960d1cd5a85
99.7,0.7,104,2017-08-09T05:55:59.567Z,573.14295,5621970,Klebsiella pneumoniae KPN635ec,WGS,573,,,True,,4,87495202ec4d58df2ee3cb2f9effc4689912d995d1b962bd90a78220fc6d4d51
99.55,0.0,203,2019-03-24T04:29:14.863Z,573.24436,5538810,Klebsiella pneumoniae strain MUGSI_77,WGS,573,,,True,,4,8753de347adebf57a7dc5a58561c89b3ab6cac2e728ef2e6bc469005feb8ea54
98.0,1.7,267,2017-08-08T15:35:53.208Z,573.13004,5023610,Klebsiella pneumoniae 95,WGS,573,,,True,,4,8758b9024a0d024a8dc414a348b2352ae4385886400d5ca76928dae0f1e2d4d6
100.0,0.0,99,2017-08-09T01:06:58.662Z,573.13779,5581723,Klebsiella pneumoniae KPN1927ec,WGS,573,,,True,,4,8760917e3feafe0dbcf7ce48424a592bcc18805894d12ccb9d5c2864e2ce80b6
100.0,0.0,60,2024-03-03T21:20:00.220Z,573.66847,5670569,Klebsiella pneumoniae KP_NORM_BLD_2005_1167,WGS,573,,,True,,4,87958cc82c301001e13b1632e2c33ba398d0bd6fb1c69f9d8d10505dc58ace69
99.78,0.0,63,2019-07-15T16:59:54.821Z,573.26297,5608830,Klebsiella pneumoniae strain 5012STDY7626417,WGS,573,GCA_900776295.1,,True,,4,87a5d27f1a2c27840c30fb2715f7fdf713bf99cb3b47dfec16bc6841ec7eec76
99.78,0.0,48,2019-07-15T17:08:00.278Z,573.26308,5504190,Klebsiella pneumoniae strain 5012STDY7626426,WGS,573,GCA_900776405.1,,True,,4,87aa346338ce1479b4e11a8783f5ecc6cafe42a3ec3739a5e90d1bc7151929f6
99.78,0.0,143,2020-10-29T13:04:33.868Z,573.33415,5862908,Klebsiella pneumoniae strain PMK4a,WGS,573,,,True,,4,87caeebe7f50a7fff64f82d12b8105dc1a049019c7a80bfa44dfa1da6d39a391
100.0,0.3,191,2017-08-08T21:44:38.197Z,573.13412,5477554,Klebsiella pneumoniae KPN1474ec,WGS,573,,,True,,4,87da9978eb715681492e35578a9e39468a0a60533d5c9b5c2cd571a3938f832e
100.0,0.0,35,2016-08-27T17:14:59.407Z,573.5694,5273482,Klebsiella pneumoniae strain W2-1-ERG5,WGS,573,GCF_900093155.1,,True,,4,881e0fb9caf1ed638e3b6fb0320963dcd5e581f9907eda99d7d7259b9bf00f51
100.0,0.2,93,2017-08-09T01:10:43.685Z,573.13787,5770076,Klebsiella pneumoniae KPN1936ec,WGS,573,,,True,,4,882491aa66859a2425996463e904cf493b6947ce4c4aa307cdc75df396b46bd0
100.0,0.3,169,2017-08-09T02:40:35.069Z,573.13932,5575774,Klebsiella pneumoniae KPN2115ec,WGS,573,,,True,,4,882cc5f8f285b9b06f59cdf405dc0d5db0a97abec64af3077363876e1dedb3a9
100.0,0.0,137,2024-03-03T21:12:27.738Z,573.66815,5883830,Klebsiella pneumoniae KP_NORM_BLD_13983,WGS,573,,,True,,4,88332584e898802b7a19d5589c63387722d93eeffe153c3a54b26bd18d5a49a7
99.78,0.0,187,2019-03-24T03:36:30.500Z,573.24304,5628152,Klebsiella pneumoniae strain 451,WGS,573,,,True,,4,885a73985179e40e5b9ec648a1b0101f2fad7b1f186fac4b0b25723c3585ad8a
100.0,0.3,113,2017-08-09T02:41:10.863Z,573.13933,5482827,Klebsiella pneumoniae KPN2116ec,WGS,573,,,True,,4,887e51e14412a7db11776044e132c99fc70dccc8026a30aed6ccdb74d88d7965
100.0,0.3,41,2017-11-30T21:08:07.651Z,573.15540,5184006,Klebsiella pneumoniae strain KSB1_4A,WGS,573,,,True,,4,88ce204741dd9937754d240a2c7f604a351b0e6e0248c06d3f4150ae5140b987
100.0,1.4,329,2024-03-03T21:32:49.019Z,573.67118,5573183,Klebsiella pneumoniae KP_NORM_BLD_65,WGS,573,,,True,,4,88ded118481b1ebd71e948550c448f598686a646b7b4f17b698ddd3597f16f10
100.0,0.0,85,2024-03-03T21:15:29.284Z,573.66878,5416177,Klebsiella pneumoniae KP_NORM_BLD_2011_72749,WGS,573,,,True,,4,88e3d77cc047426e5011e74621a8d35f911f09fcec1f148403992be5c8c6c741
100.0,0.0,119,2017-08-09T02:09:40.470Z,573.13887,5556002,Klebsiella pneumoniae KPN2063ec,WGS,573,,,True,,4,8926e3d80c41919e985163558078bf5eb5f06e3e4221b858a72ba97eb42cdfe9
100.0,0.0,4,2017-09-29T16:42:15.777Z,573.15043,5746129,Klebsiella pneumoniae strain AR_0146,Complete,573,GCA_002180175.1,,True,,4,893c98472701a6e33fe91251a862eb3c0111e3ff9f3fb3d8b13db4745b5ac0f2
99.78,0.11,86,2019-01-31T07:17:39.844Z,573.23204,5665869,Klebsiella pneumoniae strain KP_346,WGS,573,GCA_003937005.1,,True,,4,89775c8a949e078f2ffb42d337767279fe60a7642c12ff6671610f6a1723e751
100.0,0.0,122,2017-08-08T16:16:24.549Z,573.13067,5524097,Klebsiella pneumoniae KPN1045ec,WGS,573,,,True,,4,897e22676ba5c9787c2d85c7405df0e1276182adfb5966103a1d18f1e914bfaa
