genome_id,antibiotic,phenotype,evidence
synthetic_057_2,ceftazidime,Resistant,Synthetic fixture
synthetic_057_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_057_2,gentamicin,Susceptible,Synthetic fixture
synthetic_057_2,meropenem,Susceptible,Synthetic fixture
synthetic_057_3,ceftazidime,Resistant,Synthetic fixture
synthetic_057_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_057_3,gentamicin,Susceptible,Synthetic fixture
synthetic_057_3,meropenem,Susceptible,Synthetic fixture
synthetic_058_0,ceftazidime,Resistant,Synthetic fixture
synthetic_058_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_058_0,gentamicin,Resistant,Synthetic fixture
synthetic_058_0,meropenem,Susceptible,Synthetic fixture
synthetic_058_1,ceftazidime,Resistant,Synthetic fixture
synthetic_058_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_058_1,gentamicin,Resistant,Synthetic fixture
synthetic_058_1,meropenem,Susceptible,Synthetic fixture
synthetic_058_2,ceftazidime,Resistant,Synthetic fixture
synthetic_058_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_058_2,gentamicin,Resistant,Synthetic fixture
synthetic_058_2,meropenem,Susceptible,Synthetic fixture
synthetic_058_3,ceftazidime,Resistant,Synthetic fixture
synthetic_058_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_058_3,gentamicin,Resistant,Synthetic fixture
synthetic_058_3,meropenem,Susceptible,Synthetic fixture
synthetic_059_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_059_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_059_0,gentamicin,Resistant,Synthetic fixture
synthetic_059_0,meropenem,Susceptible,Synthetic fixture
synthetic_059_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_059_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_059_1,gentamicin,Resistant,Synthetic fixture
synthetic_059_1,meropenem,Susceptible,Synthetic fixture
synthetic_059_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_059_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_059_2,gentamicin,Resistant,Synthetic fixture
synthetic_059_2,meropenem,Susceptible,Synthetic fixture
synthetic_059_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_059_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_059_3,gentamicin,Resistant,Synthetic fixture
synthetic_059_3,meropenem,Susceptible,Synthetic fixture
